Homes,Destinations,Distance (KM)
TQ4 6HN,TQ1 1ET,10.34
NN1 1DH,NN1 2EB,1.48
AL87QX,AL8 6HA,2.39
RG27HA,RG1 7QE,3.33
BL22JR,BL2 6PP,3.12
BT48 8JE,BT48 7PX,4.88
DN32FD,DN3 3AD,0.82
SS141SN,SS12 9AT,7.22
BT71 6JG,BT71 4NA,-1.0
BA11 4JL,BA11 1AR,1.7
HU95XU,HU3 4EH,7.9
S662HB,S66 1AA,1.33
CT215RR,CT20 1SB,4.37
DE55 7GG,DE55 7BQ,1.55
SN15 3JT,SN15 3JP,0.7
HU9 3LE,HU2 8LN,6.21
BT37 9BN,BT37 9UH,-1.0
CO10 1RB,CO10 1RB,0.0
HP1 1HU,HP1 1DX,1.43
HA5 5NY,WD17 2TE,11.34
WF3 1RE,LS27 9BP,3.77
SA732RF,SA73 3AU,2.86
E3 3BZ,E20 1EH,2.62
MK42 9UT,MK40 1TP,3.74
SS13 1NW,SS14 1EB,4.75
CT17 9PR,CT20 1SB,11.79
M446DX,M17 8AA,9.18
SE12 9PA,SE9 1TD,4.05
WV100SH,WV11 1BP,2.85
SS12 9NJ,SS12 9AT,2.32
DE6 1FS,DE6 1GH,0.69
KT19 9DW,KT18 5DA,2.88
CB3 0RS,CB1 1ER,4.1
CT14 9EA,CT14 6HE,2.42
EN8 8DN,EN8 7BZ,1.25
SG8 7LE,SG8 9AA,1.97
DN18 5GP,WF2 0XG,89.53
ST5 9AA,ST5 1AN,2.64
KT199EX,KT18 5DA,4.64
S73 0PQ,WF2 0XG,35.73
BT489JB,BT48 7PX,-1.0
ME15 0PS,ME15 6AT,3.74
WV4 4TE,WV1 3ER,7.04
NR19 1JP,NR19 1TR,2.46
BD7 4JG,WF2 0XG,27.13
CO124DS,CO12 4EN,1.67
PL72GZ,PL7 2ZN,3.2
BT47 3QR,BT47 6DF,-1.0
B29 6EP,B29 6SQ,2.33
CR0 8QB,BR1 1JQ,6.09
HP218HP,HP20 1ST,2.46
BR2 7HX,BR4 0LS,2.79
RG12 8DN,RG12 1HA,4.7
S66 3YE,S66 1AA,2.32
B67DG,B5 4BF,6.3
BT41 1EJ,BT41 4DN,-1.0
CF39 8FE,CF72 8SY,7.73
M29 7JN,WN7 4PG,7.02
EH33 2BA,EH21 7DZ,7.24
DA9 9XD,DA9 9SJ,2.98
DH64HG,DH1 3NJ,12.96
PE9 2NX,PE9 2AY,0.59
HD5 9PZ,HD1 2QB,2.41
BS34 5QH,BS34 5DG,4.4
L11 9DF,L11 9DH,1.52
B10 9HP,B5 4BF,5.55
BT413NF,BT41 4DN,-1.0
DE53SN,DE5 3AG,1.28
LS12 6ES,LS18 5LJ,13.26
B45 8XZ,B30 1JA,6.01
CT14 7TF,CT14 6HE,2.24
L36 8HA,L34 5GA,2.92
SE185TY,SE18 6LQ,1.44
SA73 2NS,SA73 3AU,1.82
PO6 2RJ,PO6 3BZ,0.97
DA10 1EZ,DA9 9SJ,7.5
CM20 1NY,CM17 9TE,4.74
BH12 3AQ,BH15 1SY,4.01
EN37HX,EN2 6SN,4.82
OL5 9SA,M34 3JP,13.33
B67 6JY,B31 2JU,8.79
PR2 2QQ,PR1 8HJ,1.22
CF116EH,CF10 2GR,2.48
NW6 5GH,NW6 6JE,0.61
B29 6EP,B29 6SQ,2.33
EN87JE,EN8 7BZ,1.34
TS17 9NE,TS17 9FD,0.94
SY15 6EZ,SY21 7BL,11.46
BL3 3EX,BL2 6PP,5.77
SA13 1TD,SA13 1PB,2.79
G46 8RQ,G53 6QR,2.69
CT9 2BX,CT9 1JG,1.29
SS177JG,SS17 7LL ,0.9
G535RP,G51 3JW,5.78
MK7 8DW,MK9 3AG,8.77
BT191YE,BT19 7HB,-1.0
NG31 7BA,NG31 6EE,1.08
LS9 8PQ,LS10 2AP,2.34
TS178GP,TS17 9FD,1.67
TQ122JJ,TQ12 2DT,1.94
NR31 8GA,NR31 0NL,2.45
WA71LD,WA7 2GX,3.76
CF329HH,CF31 3BL,6.52
EX23 0DP,EX23 9TG,6.73
AL7 3TH,AL8 6HA,1.76
PE4 7FJ,PE1 1NH,6.58
BT48 8JT,BT48 6PE,-1.0
TN15 0DB,TN13 1DB,4.52
WA5 1XY,WA5 8UG,3.26
IV7 8DU,IV2 3PP,21.07
B691QT,B65 0DU,3.95
NN4 0RE,NN4 0JE,-1.0
LS27 7YJ,LS11 8LL,6.26
M27 6DG,M27 4BH,0.61
GL51 3PF,GL50 1JZ,3.15
BT14 8LP,BT15 1WA,-1.0
LD3 9UF,LD3 7JP,1.63
DE1 3SH,DE1 2PL,2.93
EN65DE,EN6 1BW,2.05
BT601ER,BT61 7DF,-1.0
CF10 4FB,CF10 2GR,0.68
DA2 6BD,DA1 2AR,2.63
WA3 6NZ,WA3 7PQ,1.56
B68 8AY,B66 4BH,5.11
BN115LY,BN12 4AP,0.47
DH61LZ,DH1 3NJ,9.9
CH8 9SN,LL19 9BJ,7.64
OL2 6YS,OL2 5QD,1.11
IV12 4TG,IV2 7GD,21.45
B27 6TU,B27 6BH,1.32
SA18 3UJ,SA14 6NB,10.28
BH214HU,BH21 1ED,3.16
CF10 3EH,CF64 1JD,8.64
SW16 1RT,SW17 9PB,1.94
M6 5PR,M8 8EP,5.62
BT635WP,BT62 3PL,-1.0
RH15 8DR,RH15 9NP,0.72
BT48 7BW,BT48 6PE,-1.0
AB24 5RY,AB11 5EJ,1.18
RH119TH,RH10 1FP,5.57
S3 7PN,S9 1ES,6.76
BN3 2TL,BN3 5TD,2.59
CV6 7BT,CV6 6AS,4.12
CF45 4NT,CF37 4SU,7.53
CH6 5HU,CH6 5GB,1.1
ST33ER,ST4 8AX,3.91
BD2 1JL,BD1 1QR,4.44
DH2 3RS,DH3 3BA,3.25
OL7 9NH,M43 7AD,4.62
CF72 9TN,CF72 8SY,6.19
WN25RT,WN7 4PG,8.79
CO16 8JD,CO15 4TL,10.41
M38 9TS,M28 3ZH,2.97
DL140RB,DL14 9FA,1.28
B36 0RL,B37 5TP,3.91
M5 5BZ,M17 8AA,7.08
ME137NL,ME13 7AA,1.6
CT20 1JZ,CT20 1SB,1.59
DN40 1DE,DN31 1QQ,13.81
DD46HL,DD1 2AZ,1.7
OX16 1FU,OX16 1LX,1.97
BT170QP,BT28 1AW,-1.0
PO19 8FG,PO19 1HL,1.88
BL1 3PN,BL5 3AJ,10.59
B78 1JD,B79 7HL,5.67
TS17 0LU,TS17 9FD,2.19
SW14 8SJ,W12 8PP,7.52
MK147LG,MK9 3AG,1.57
LU2 8QZ,LU1 2TH,4.94
RG304AJ,RG1 7QE,3.63
HA6 1HS,HA4 8LL,5.26
S26 2BQ,S9 1ES,11.38
DY130EQ,DY13 8BE,1.84
IG3 9QQ,SE7 7ST,17.42
SP47YH,OX16 1LX,133.56
DN22 7NZ,DN22 6DY,2.36
SA14 6TE,SA14 6NB,2.13
G514JP,G51 3JW,1.53
TS6 0ST,TS1 5BS,9.61
BT48 9ER,BT48 6PE,-1.0
OX16 1QG,OX16 1LX,1.49
EH8 9UG,EH16 5PB,3.7
IV636TU,IV2 3PP,24.21
WV10 9ND,WV1 3ER,4.25
WA2 7HP,WA1 1QP,1.59
BT27 4PA,BT28 1AW,-1.0
LS96QP,LS15 8ZA,5.71
S66 8DX,S66 1AA,4.57
LE2 7FP,LE1 1SG,3.21
AB16 5JB,AB11 5EJ,6.66
B44 8AH,B4 7TE,7.79
CF72 9FS,CF31 3BL,17.14
PE28 9EN,PE27 5AB,4.49
EX23 9JF,EX23 9TG,11.74
GU7 1DQ,gu7 1dw,0.65
DL6 1AR,DL7 8PP,0.94
ME7 4RE,ME4 4HY,3.89
TS7 8PH,TS1 5BS,14.31
CV22 7PG,CV21 3DU,2.57
WA7 4DT,WA7 1LR,2.47
PE36 5EH,PE36 5AB,0.25
DD48RT,DD1 2AZ,5.52
SE16 5NG,SE16 7LL,1.57
ME8 8PA,ME7 3PB,4.88
G2 1DS,G2 8BU,1.71
BL9 9PS,BL9 0QF,2.22
ML11 0AH,ML9 1DR,14.38
SA5 5AE,SA1 7BP,4.32
SK11 8PH,SK11 6NE,3.12
IP24 1JL,IP24 2AP,2.33
LS12 5QB,LS11 8LL,6.37
RM65ES,RM5 3NX,3.43
CV8 3PE,CV3 2SB,5.26
SG12 9BX,SG12 9BA,0.21
SA12 7GA,SA13 1PB,3.45
TQ12 4AF,TQ12 2DT,1.37
KA12 9LH,KA12 8EH,3.12
B75 5HZ,B72 1PQ,-1.0
TS17 9QE,TS17 9FD,1.28
WA72LP,WA8 7TN,8.02
SA73 2NY,SA73 3AU,2.08
TW13 4QZ,TW18 4QB,7.28
CF641HD,CF64 1JD,0.61
OL4 1RS,OL1 1HE,1.46
OL97DS,OL1 1HE,2.27
WV11 3DH,WV11 1BP,3.5
BT45 6AJ,BT45 6PR,-1.0
GU18 5RX,SM1 1JU,51.12
LU20LQ,LU1 2TH,2.08
WR14 2SW,WR14 1PZ,3.08
CF38 2PL,CF72 8SY,5.73
BR4 0QW,BR4 0LS,0.73
SA14 7NF,SA14 6NB,2.25
CV6 4EG,CV1 1DE,4.93
NG17 8QD,NG17 1BN,2.94
L21 3TY,L20 4SW,2.38
RG12 9LP,RG12 1HA,2.61
DN33 2JT,DN31 1QQ,4.38
BN23 7PS,BN21 3NW,5.91
NG11 9AL,NG11 8AA,0.81
LE18 1AB,LE18 1PA,1.45
NP206FR,NP20 1LP,4.57
PR67US,PR1 6QY,11.39
WS66JU,WS12 1BT,8.39
BN13 2TU,BN13 3PB,1.17
S20 8JJ,S20 7PN,2.37
S80 2SG,S80 1DT,2.09
PA2 9JN,PA1 1EL,3.61
EN6 1JA,EN6 1BW,1.67
LE3 6LA,LE4 1DF,3.79
TA1 2HA,TA1 3TP,2.05
PR2 6PA,PR1 6QY,1.24
NW1 8TE,W1T 2EP,3.41
LN5 7AF,LN5 7HB ,0.39
SK15 1ES,M34 3JP,9.92
WR25PB,WR1 3RE,-1.0
DL1 2LF,DL3 7LG,2.25
M409LN,M9 4DH,1.29
B32 3UD,B17 9NR,6.18
WF1 2HX,WF2 0XG,3.55
BT358AR,BT35 8HJ,-1.0
LU4 9AN,LU1 2TH,5.61
L12 9EJ,L13 1EW,3.82
NP7 5TA,NP7 5AU,1.08
B34 7EA,B24 9FP,5.46
S64 9PA,S64 9AB,0.67
IP12 2UT,IP12 1DE,10.18
CH2 3AE,CH1 3JJ,1.89
LL29 9HT,LL29 8DG,4.16
PO92HP,PO9 5AH,1.43
NG157AJ,NG5 7EB,10.07
RM15 4HU,RM20 2ZP,4.53
SS2 5AQ,SS1 1LL,1.66
PL74LP,PL7 2ZN,1.06
CM777FP,CM7 1RB,3.58
DA14FJ,DA1 4LD,1.2
HP79EB,HP6 5EQ,1.99
LA1 2AS,LA1 1UA,2.48
SM2 6LX,SM1 1JQ,0.89
WV10 9PQ,WV1 3ER,4.4
MK429RR,MK40 1TP,2.73
FY8 3DQ,FY8 1SB,2.59
WN4 0NH,WN5 0UH,5.96
BT30 7DG,BT30 6LR,-1.0
SA6 7EH,SA1 7BP,4.51
S14 1PB,S1 2HL,3.55
SA17 4AW,SA14 9UY,10.74
MK7 8EW,MK9 3AG,9.1
DA76JE,DA1 4LD,2.87
BT118EP,BT11 9AE,-1.0
NG19 6HU,NG18 1SU,3.1
FY83LY,FY1 1EJ,10.21
G43 1SX,G53 6QR,3.84
M43 6JT,M43 7AD,1.92
TW15 3SB,TW16 7BB,4.52
N11 3AH,N22 6YA,4.52
NG197LX,NG18 1SU,4.03
AL8 7HA,AL8 6HA,1.56
SE16PF,W5 5JY,18.05
IP42EG,IP5 3RX,10.84
CB6 3DZ,CB7 4ZH,1.33
BT66 7TR,BT32 3EA,-1.0
DA11 9JW,DA9 9SJ,9.34
BT19 1NT,BT20 5AG,-1.0
HP197SJ,HP20 1ST,2.08
B28 0LL,B91 3BG,5.68
SL1 8HT,SL1 1DB,6.95
DL5 4HF,DL5 4DS,0.66
S63 9AA,S70 1SL,13.12
CV21 2NQ,CV21 3DU,0.81
TS23 3DJ,TS17 7BW,10.97
ME144AR,ME14 1QS,4.82
AB22 8QX,AB11 6BE,8.81
LD3 8BB,LD3 7JP,1.0
RH158JU,RH15 9NP,1.81
CF5 5PU,CF10 2GR,14.58
DG9 7AE,DG9 7ED,0.28
LN1 1RF,LN6 7BH,1.88
CW1 3RZ,CW1 2RP,3.41
NR16 2AB,IP24 2AP,11.03
LU3 2EH,LU1 2TH,4.69
SA10 8BD,SA11 1DR,2.41
SR8 3PP,SR1 3LE,18.88
PE13 3LQ,PE13 1AR,2.31
OL113JJ,OL16 1EA,3.85
BR2 9SF,BR4 0LS,5.52
EN8 0JB,EN8 7BZ,4.65
TN145AH,TN13 1DB,3.01
WS13 7NN,WS13 6NQ,1.91
MK19 7PL,MK9 3AG,10.73
SS14 2JA,SS14 3AF,3.65
DL158PB,DL1 2PD,29.18
CH40JJ,CH4 0DP,5.9
TS4 2JX,TS8 0TJ,7.94
NP12 1FF,NP12 1AB,1.69
PE28 9QT,PE27 5AB,7.0
DG1 3BZ,DG1 2BD,2.18
TS37LU,TS1 5BS,5.52
E174SA,E17 7JR,1.65
PE19 8GQ,PE19 1BU,2.39
ML1 3XT,ML1 1RB,2.79
G81 2PW,G2 8BU,12.44
B78 3BX,B79 7HL,2.82
PA2 0AT,PA5 8AN,5.78
ST4 3DZ,ST1 1NS,5.5
G776TU,G53 6QR,6.21
TW149NG,TW16 7BB,5.97
WS3 1HY,WS1 1NG,3.49
CH65 8JF,CH65 9HD,3.79
CM0 8QF,CM9 4LJ,18.37
B277QJ,B27 6BH,1.54
LE2 8RA,LE18 1PA,4.81
NG7 3PH,NG1 2NX,4.94
OL3 7AN,OL6 7JE,10.33
ML1 5EY,ML1 1RB,5.02
DY8 5SQ,DY5 1SW,4.34
S94AD,S9 1ES,4.64
NP12 0LX,NP12 1AB,2.66
ME13 7HF,ME13 7AA,1.12
CO12 3HH,CO12 4EN,3.04
NE10 0JD,NE10 9BF,0.78
NP223SQ,NP22 3EJ,3.05
BA14 8SL,BA14 8AT,1.47
TQ123JE,TQ12 2DT,3.65
LN6 7DJ,LN6 7BH,1.36
PR1 5HT,PR1 2EN,2.07
SE187QD,DA6 7HF,7.03
DH76FF,DH1 2WP,9.38
KY4 8JZ,KY12 7QU,8.46
L35 1SF,LA1 1UA,94.9
G5 0WE,G5 0DP,1.14
HR4 9QU,HR1 2DS,3.87
WS14 9BE,WS13 6NQ,1.48
BN2 6WN,BN1 2EB,9.09
ST15 7PG,ST14 8JJ,-1.0
BB18 5QB,BB8 0HS,8.29
BB3 1DT,BB3 1AZ,0.81
DH4 6LB,SR1 3LE,13.73
NP20 2DZ,NP20 1LP,1.22
BT74 4AZ,BT74 7BD,-1.0
M8 0SS,M8 8EP,0.61
CM08DQ,CM1 1XD,32.81
LL29 7PW,LL29 8DG,0.55
DL4 2LA,DL14 7EP,8.35
SO505BE,SO50 5SG,1.57
CM0 8DQ,CM9 4LJ,18.85
DE1 3PF,DE1 2AL,1.69
BT12 5RQ,BT12 6HU,-1.0
CW12 4FP,CW12 1BA,2.27
B36 0QN,B25 8UJ,8.47
TS5 8JH,TS8 0TJ,3.64
PL72ES,PL7 2ZN,1.82
L26 1UE,L26 0AD,1.44
PO1 3HW,PO1 1HG,1.49
OL79ET,M34 3JP,7.32
WS3 2PD,WS3 3LG,0.51
BA228JX,BA20 1RE,9.72
NN160ER,NN16 8JL,1.39
WA84SU,L26 0AD,6.44
B21 9BU,B5 4BF,5.6
BT42QH,BT5 5LP,-1.0
DH1 5LG,DH1 5GB,1.85
M147HB,SK1 1QN,11.83
OX12 9FY,OX12 8AB,2.16
L17 7JQ,L13 1EW,5.75
NG31,NG31 6EE,2.14
ME8 0PB,ME8 7HW,3.28
BS166AJ,BS1 3EA,11.69
G522NE,G51 4BN,4.1
OL103JW,OL10 1HX,1.9
PA4 0PT,G51 4BN,3.16
DH6 1PJ,DH1 2WP,4.9
CF349AH,CF34 9BT,0.58
SA5 7ED,SA5 4BB,3.81
SN5 7BB,SN1 1LD,3.79
TF12 5RZ,WV16 4DB,10.2
BT62 3QL,BT62 3PL,-1.0
PA14 5TF,PA14 5AU,2.63
NP246NR,CF81 8QT,5.2
CR7 7DD,CR5 2ND,9.93
BT11 8RF,BT11 9AE,-1.0
LE65 2NY,LE65 1AF ,1.47
NR2 4BN,NR2 1QD,1.71
CF373LE,CF37 4SU,6.03
E2 6EH,E15 1XA,6.62
SS7 5SU,SS13 3DU,4.1
PO4 8QA,PO7 7HS,12.75
G445PW,G73 2LS,3.44
WD18 7SN,WD17 2TE,2.44
CF24 4QR,CF10 2GR,2.75
SN2 2TQ,SN1 1LD,5.84
BN1 7GJ,BN1 4JA,2.15
B65 0RB,B65 0DU,1.93
PE276DR,CB1 1ER,25.28
G208JH,G2 3EF,4.41
PL21 0UQ,PL7 2ZN,11.08
TS80UN,TS1 5BS,13.15
DL3 0SE,DL3 7LG,2.9
TQ3 3FG,TQ4 5DN,3.02
WV16 4PP,WV16 4DB,1.19
BR8 7EH,BR8 7AH,1.34
WR52DJ,WR1 3LY,1.12
TS8 9JE,TS8 0TJ,3.11
PO5 1SL,CV32 4DE,209.88
B44 9NE,B14 7DG,16.29
B79 7JA,B79 7HL,0.43
TA6 3RP,TA6 4AB,1.79
MK42 8UZ,MK40 1TP,3.53
DY13 0DX,DY13 8BE,2.37
TS5 6RZ,TS1 5BS,3.43
BS226HS,BS23 1HL,4.73
SS15 4BA,SS14 3AF,1.74
TA78HY,TA6 3TQ,7.6
G66 2LA,G66 1HW,1.77
SE100TJ,SE7 7ST,2.06
BB6 7DJ,BB4 6HW,23.36
PE19 6SE,PE19 1BU,8.65
NG24 4BJ,NG24 1XT,0.48
CM19 4QR,CM20 1EY,3.56
L373HA,L37 4DL,0.23
TA7 8JG,TA6 3TQ,7.72
SE18 4JL,SE7 7ST,5.38
CR8 2BP,CR8 2AB,0.12
CH66 4RB,CH65 9HD,5.07
OL11 5QA,OL10 1HX,3.49
BT785FD,BT78 1BA,-1.0
TS15NH,TS1 5BS,1.7
DN34 4UD,WF2 0XG,120.06
SK14 4HE,OL6 7JE,4.76
EN6 3DY,EN6 1BW,2.24
WR5 3TL,WR14 1PZ,10.37
TS37JW,TS1 5BS,5.49
CR43RP,SM1 1JQ,8.57
CM20 3DZ,CM20 1EY,2.62
NN4 8LP,NN3 1HL,-1.0
CR3 5BH,CR3 6RT,4.69
CR0 3QQ,CR0 1TJ,1.72
DY3 3TN,WV1 3ER,6.95
ST6 7JH,ST6 6BE,1.42
OX38RD,OX4 3XX,3.15
LS20 8NH,WF2 0XG,33.51
TS26 9LH,TS24 7RR,0.83
SW4 6NS,SE15 5EW,5.64
SO50 7LR,SO50 5SG,4.93
L4 4ER,L4 3QH,0.81
M16 0JH,M17 8AA,7.64
WF17 6RE,WF2 0XG,11.61
M34 5WW,OL6 7JE,3.71
BB1 1NR,BB1 7JB,2.71
LS12 2BP,WF2 0XG,15.58
LU7 3HJ,LU7 1DH,1.38
RG14 1TQ,RG14 1DT,0.8
CO10 1PN,CO10 1RB,1.94
YO8 9NE,WF2 0XG,37.21
CT1 1GY,CT1 2RY,3.04
CR35JD,CR3 6RT,3.03
BT66 7LJ,BT32 3EA,-1.0
PO5 1EY,PO1 1HG,2.43
L13 4DH,L13 5UX,0.77
EH14 3AQ,EH12 9JY,4.73
NW11TN,N22 6YA,8.34
DA8 3SW,DA1 4LD,4.69
WF10 3BG,WF10 4FR,3.34
WR3 7NF,WR1 3RE,-1.0
WS1 4DH,WS1 1NG,3.32
B774EP,B79 7HL,4.31
NG119DJ,NG11 8AA,1.05
PA14 6DA,PA14 5AU,3.31
ST2 8HS,ST1 1NS,3.47
SE29HJ,SE7 7ST,6.65
SS13 2BQ,SS13 3DU,2.18
G12 0QA,G20 9SH,1.73
NR305NW,NR31 0NL,10.65
SK13 1BB,SK13 8AL,3.36
KT17 3BE,KT22 8AH,8.16
NR86YE,NR2 1QD,10.5
BS5 9TX,BS1 3HF,3.1
NP4 6AG,NP44 1PU,7.89
M220BY,M22 5RF,1.63
G76 8AF,G53 6QR,7.33
PA153JD,PA14 5AU,3.59
B19 3SJ,B4 7TE,2.26
NG10 3ER,NG10 1LN,3.65
BL9 9EL,BL9 0QF,1.82
SK13 0AT,SK13 8AL,2.81
CV8 1BE,CV32 4DE,10.2
NR304NG,NR30 2AX,1.63
BT60 4AL,BT61 7DF,-1.0
CT5 4BG,CT5 1BB,3.15
TN48ST,TN1 2TD,3.85
EH47 0BU,EH54 6HR,14.81
DE126DJ,LE65 1AF ,4.67
L27 7BP,L25 2RQ,1.49
BT28 3PN,BT28 1BJ,-1.0
BS22 6RT,BS22 8ED,2.8
NN10 8EJ,NN10 6FH,3.13
N1 6LE,E8 1HY,3.97
SM2 6AA,SM1 1JQ,1.81
M6 6WZ,M6 5FD,0.92
S80 1DT,S80 1DT,0.0
CF64 2RD,CF64 1JD,1.86
ME7 1SW,ME7 1AX,1.31
GL12HN,GL1 1NS,2.23
BR5 2NG,BR6 0TW,3.84
M22 9RD,M22 5RF,1.13
BT15 1AT,BT1 1DD,-1.0
RG127ES,RG12 1HA,3.38
BT20 4EE,BT20 5AG,-1.0
NE97BX,NE21 5BT,15.7
NN4 5BP,NN1 2EB,9.7
CR82BJ,CR0 1UY,4.46
CF365DD,CF36 3AP,1.37
IP24 2DR,IP24 2AP,0.52
BT36 5YE,BT36 5EA,-1.0
RG12 9TA,RG12 1HA,1.07
TA6 4RE,TA6 4AB,2.06
ST15 8HY,ST15 8AJ,1.29
BT15 1AT,BT1 1DD,-1.0
L13 4DH,L24 9SW,-1.0
CF64 3RE,CF64 1JD,2.16
BN23 8LB,BN21 3NW,7.82
RG316NA,RG1 7QE,6.4
BN18 0AY,PO19 1HL,13.32
NE23 7BJ,NE12 6YT,5.35
LS15 0PW,LS15 8ZA,2.71
KA88BU,KA7 1QL,2.39
BT60 4DR,BT61 7DF,-1.0
B17 9AN,B17 9NR,1.86
BT45 8AU,BT45 6PR,-1.0
CH23QD,CH1 3JJ,1.93
SW16 2DR,SW16 1BJ,0.74
NN9 6SU,NN10 6FH,9.48
LE672GS,LE67 3XA,2.49
EH142QE,EH12 9JY,4.42
GU52 8AP,GU51 3LA,4.15
OX5 2XB,OX5 2DL,0.85
TS25 2LA,TS1 5BS,18.33
TS4 3EX,TS1 5BS,5.48
M244BP,M24 4EL,0.95
HX3 8JZ,HX1 1RU,4.59
CH63 7LW,CH60 7RA,10.74
OX12 8FF,OX12 8AB,0.44
CB6 2PU,CB7 4ZH,11.39
CO12 3HP,CO12 4EN,2.55
IP5 2CG,IP5 3RX,-1.0
BR4 0QY,BR4 0LS,1.59
PO19 3AQ,PO19 1HL,2.52
PE19 7RE,CB1 1ER,33.08
SW16 2TU,SE15 5EW,7.94
TR18 2RU,TR18 2GB,1.13
ML1 3NB,ML1 1RB,1.98
BN159QE,BN11 3HF,7.19
WF4 3NE,WF1 1QF,5.05
CH1 5QW,CH1 3JJ,4.37
NE51TL,NE5 2QZ,2.57
BS167JA,BS32 8EF,11.1
CO15 1DN,CO15 1TD,1.37
CT6 7EA,CT6 5HA,3.45
PA2 9RA,G51 4BN,9.32
EH16 6FB,EH12 9JY,17.64
BT47 2JN,BT48 6XY,-1.0
RG122TN,RG12 1HA,0.68
DN8 5LS,DN1 1TA,19.64
TS8 0SW,TS8 0TJ,1.54
LL19 7HT,LL19 9BJ,1.76
CV10 7EP,CV11 4EL,2.38
OL27YE,OL1 1HE,6.42
GL510WF,GL50 1JZ,4.92
SN6 7DX,SN1 1LD,11.94
WF13 1HF,WF13 1NH,0.75
GU179LX,GU15 3SN,4.33
BN22 7FH,BN21 3NW,4.09
LE671EJ,LE67 3XA,3.61
PA58JY,G51 4BN,12.81
IP5 3SZ,IP5 3RX,1.53
CR4 3AR,SW17 9PB,3.6
DN35 9LX,DN35 8HF,2.2
CH62 1HL,CH62 3PN,3.83
DN35 7QD,DN35 8HF,1.71
UB7 7UQ,UB8 1JY,7.05
NP20 7XG,NP20 1JN,5.44
NN1 2SA,NN1 2EB,1.7
CW5 5GN,CW1 2EY,9.56
CH628AZ,CH60 7RA,14.98
BN23 7PQ,BN21 3NW,5.61
DA1 1SW,DA9 9SJ,7.17
ST7 1HN,ST6 6BE,4.98
EH48 2DH,EH48 1PG,1.96
M41 8RN,M41 0NA,3.63
SS4 1RY,SS1 1DQ,7.04
NP26 4DQ,NP20 1JN,20.62
CV22 7EL,CV21 3DU,2.12
OX15 4SW,OX16 5UN,4.46
WF13 2TA,WF13 1NH,1.75
M5 5ER,M17 8AA,7.14
CV214NS,CV21 3DU,4.3
SE6 2QP,SE6 4JU,2.12
SA59EX,SA1 3AF,3.73
BN2 5XB,BN1 4JA,4.36
SO14 1YA,SO14 7NN,1.54
SN267BA,SN1 1LD,8.32
BT358GJ,BT35 6PR,5.01
NP20 5FN,NP20 1JN,1.86
AL38RB,AL1 3ED,14.58
WA2 0DT,WA1 1QP,3.88
BT366QL,BT37 9UH,-1.0
TA1 1PZ,TA1 3TP,2.49
BT170FR,BT11 9AE,-1.0
BT12 7DA,BT1 4EA,-1.0
E1 0NW,E20 1EH,4.71
CO2 8LZ,CO1 1LJ,4.73
OX128EZ,OX12 8AB,1.33
WR5 3TR,WR1 3LY,4.8
TS170LN,TS17 7BW,6.03
CF42 6TU,CF37 4SU,17.31
BT60 2BH,BT61 7DF,-1.0
LS11 5ES,LS11 8LL,3.59
BT37 9LT,BT37 9UH,-1.0
TW13 6SP,TW13 4AU,2.98
CF63 2JE,CF63 4HH,2.2
KT19 9LN,KT18 5DA,4.81
AB22 8QY,AB11 5EJ,7.61
BT127RT,BT12 6HN,-1.0
DN12 4LP,S64 9AB,3.72
DL2 1UW,DL3 7LG,6.99
CB10 2GY,CB10 1ES,2.24
M9 5TT,M24 4EL,5.05
B160NY,B5 4BF,5.44
AB439RD,AB43 9AE,1.11
BN6 8SB,RH16 4LJ,8.35
PO202WL,PO19 1HL,5.77
BT797NW,BT78 1BA,-1.0
NG32 2AF,NG31 6EE,13.3
E5 9NJ,E20 1EH,6.87
OX3 7FT,OX1 3JE,5.55
DG1 4JF,DG1 2BD,8.06
TN13 2HE,TN13 1DB,2.1
SE14 5XA,SE16 7LL,2.65
PA5 8NF,PA5 8AN,1.04
WS4 1TA,WS3 3LG,5.85
L9 2AF,L9 4RF,0.99
CM11 2SX,CM12 9BS,2.86
G53 6NR,G53 6QR,2.9
PE38 9HA,PE38 9JZ,1.23
SR77UG,SR7 7DR,2.44
E6 1BP,E6 7ER,6.04
B16 0EZ,B17 9NR,3.19
WS4 1HE,WS3 3LG,4.34
CH2 2LX,CH1 3JJ,3.45
G42 8JQ,G2 8BU,3.19
NP24 6NN,CF81 8QT,4.96
SO19 9TU,SO14 7NN,5.3
LA9 6FH,LA9 4ND,2.42
B44 0JE,B42 1TQ,5.48
BR6 9HE,BR6 0TW,2.73
BT151AT,BT1 1DD,-1.0
RH11 9SE,RH10 1FP,4.16
CH5 1XP,CH4 0DP,8.31
BT424AB,BT43 6AH,-1.0
BT790BS,BT78 1BA,-1.0
G72 8DX,G73 2LS,4.26
BT294FX,BT11 9AE,-1.0
SK11 7TA,SK11 6NE,2.49
SK4 5LS,SK1 1QN,4.17
BH232AU,BH23 1BN,1.92
CV58GF,CV4 7EH,4.02
DN6 8PJ,DN1 1TA,10.97
LA1 2RT,LA4 5DH,4.43
AL3 5TZ,AL1 3ED,1.86
PR3 3BZ,PR1 6QY,8.48
L40 6HQ,L1 1LN,24.03
DN2 5HA,DN1 1TA,3.11
DH7 8PQ,DH1 3NJ,4.98
CR0 2NU,CR0 1TJ,1.71
